product_id,category,sub_category,veces_solicitado,unidades_totales_vendidas,ingresos_totales
FUR-FU-10003408,Furniture,Furnishings,5,15,169.0
FUR-FU-10003414,Furniture,Furnishings,13,50,1339.0
FUR-FU-10003419,Furniture,Furnishings,5,18,604.0
FUR-FU-10003420,Furniture,Furnishings,4,10,363.0
FUR-FU-10003424,Furniture,Furnishings,3,16,152.0
FUR-FU-10003427,Furniture,Furnishings,2,7,610.0
FUR-FU-10003447,Furniture,Furnishings,6,24,546.0
FUR-FU-10003451,Furniture,Furnishings,4,10,1069.0
FUR-FU-10003462,Furniture,Furnishings,2,4,166.0
FUR-FU-10003464,Furniture,Furnishings,4,11,212.0
FUR-FU-10003489,Furniture,Furnishings,2,6,36.0
FUR-FU-10003500,Furniture,Furnishings,6,21,1088.0
FUR-FU-10003507,Furniture,Furnishings,6,27,280.0
FUR-FU-10003512,Furniture,Furnishings,1,7,190.0
FUR-FU-10003535,Furniture,Furnishings,6,21,531.0
FUR-FU-10003540,Furniture,Furnishings,9,34,582.0
FUR-FU-10003546,Furniture,Furnishings,1,2,97.0
FUR-FU-10003552,Furniture,Furnishings,1,2,53.0
FUR-FU-10003553,Furniture,Furnishings,5,17,950.0
FUR-FU-10003577,Furniture,Furnishings,3,18,247.0
FUR-FU-10003601,Furniture,Furnishings,6,26,1624.0
FUR-FU-10003605,Furniture,Furnishings,8,26,517.0
FUR-FU-10003608,Furniture,Furnishings,15,65,825.0
FUR-FU-10003609,Furniture,Furnishings,2,4,352.0
FUR-FU-10003619,Furniture,Furnishings,4,15,634.0
FUR-FU-10003622,Furniture,Furnishings,7,27,245.0
FUR-FU-10003623,Furniture,Furnishings,5,21,508.0
FUR-FU-10003651,Furniture,Furnishings,4,14,261.0
FUR-FU-10003658,Furniture,Furnishings,7,24,427.0
FUR-FU-10003662,Furniture,Furnishings,4,14,544.0
FUR-FU-10003664,Furniture,Furnishings,10,48,3157.3360000000002
FUR-FU-10003691,Furniture,Furnishings,5,18,180.0
FUR-FU-10003694,Furniture,Furnishings,5,17,393.0
FUR-FU-10003708,Furniture,Furnishings,6,24,1322.0
FUR-FU-10003717,Furniture,Furnishings,1,6,30.0
FUR-FU-10003724,Furniture,Furnishings,9,38,280.0
FUR-FU-10003725,Furniture,Furnishings,1,3,15.0
FUR-FU-10003731,Furniture,Furnishings,5,15,150.0
FUR-FU-10003736,Furniture,Furnishings,3,14,1496.0
FUR-FU-10003773,Furniture,Furnishings,5,20,1305.0
FUR-FU-10003798,Furniture,Furnishings,2,10,158.0
FUR-FU-10003799,Furniture,Furnishings,5,20,316.0
FUR-FU-10003804,Furniture,Furnishings,3,9,931.0
FUR-FU-10003806,Furniture,Furnishings,4,19,2059.0
FUR-FU-10003826,Furniture,Furnishings,1,3,151.0
FUR-FU-10003829,Furniture,Furnishings,7,23,65.0
FUR-FU-10003832,Furniture,Furnishings,5,20,156.0
FUR-FU-10003849,Furniture,Furnishings,5,11,161.0
FUR-FU-10003855,Furniture,Furnishings,3,19,732.0
FUR-FU-10003862,Furniture,Furnishings,4,26,1325.0
FUR-FU-10003874,Furniture,Furnishings,8,34,595.0
FUR-FU-10003878,Furniture,Furnishings,6,21,255.0
FUR-FU-10003879,Furniture,Furnishings,3,8,878.0
FUR-FU-10003886,Furniture,Furnishings,3,6,208.0
FUR-FU-10003901,Furniture,Furnishings,3,9,90.0
FUR-FU-10003910,Furniture,Furnishings,2,10,171.0
FUR-FU-10003918,Furniture,Furnishings,5,24,1152.0
FUR-FU-10003919,Furniture,Furnishings,2,6,98.0
FUR-FU-10003930,Furniture,Furnishings,2,14,786.0
FUR-FU-10003939,Furniture,Furnishings,7,33,1499.0
FUR-FU-10003960,Furniture,Furnishings,3,14,264.0
FUR-FU-10003970,Furniture,Furnishings,3,7,287.0
FUR-FU-10003975,Furniture,Furnishings,5,13,563.0
FUR-FU-10003976,Furniture,Furnishings,5,17,196.0
FUR-FU-10003981,Furniture,Furnishings,5,16,29.0
FUR-FU-10003986,Furniture,Furnishings,3,6,237.0
FUR-FU-10004006,Furniture,Furnishings,6,17,673.0
FUR-FU-10004013,Furniture,Furnishings,12,43,722.0
FUR-FU-10004015,Furniture,Furnishings,9,31,864.0
FUR-FU-10004017,Furniture,Furnishings,7,21,1266.0
FUR-FU-10004018,Furniture,Furnishings,8,36,536.0
FUR-FU-10004019,Furniture,Furnishings,2,12,340.0
FUR-FU-10004020,Furniture,Furnishings,5,20,87.0
FUR-FU-10004031,Furniture,Furnishings,1,2,216.0
FUR-FU-10004049,Furniture,Furnishings,3,14,219.0
FUR-FU-10004053,Furniture,Furnishings,6,13,234.0
FUR-FU-10004064,Furniture,Furnishings,6,18,688.0
FUR-FU-10004071,Furniture,Furnishings,4,13,1269.0
FUR-FU-10004074,Furniture,Furnishings,7,38,768.0
FUR-FU-10004090,Furniture,Furnishings,7,17,346.0
FUR-FU-10004091,Furniture,Furnishings,8,39,1118.0
FUR-FU-10004093,Furniture,Furnishings,3,8,260.0
FUR-FU-10004095,Furniture,Furnishings,6,29,2097.02
FUR-FU-10004096,Furniture,Furnishings,2,5,88.0
FUR-FU-10004097,Furniture,Furnishings,4,17,590.0
FUR-FU-10004117,Furniture,Furnishings,4,10,321.0
FUR-FU-10004137,Furniture,Furnishings,4,24,400.0
FUR-FU-10004139,Furniture,Furnishings,6,17,437.0
FUR-FU-10004152,Furniture,Furnishings,4,13,510.0
FUR-FU-10004158,Furniture,Furnishings,5,20,1646.0
FUR-FU-10004164,Furniture,Furnishings,2,6,30.0
FUR-FU-10004181,Furniture,Furnishings,3,12,346.0
FUR-FU-10004182,Furniture,Furnishings,5,23,621.0
FUR-FU-10004188,Furniture,Furnishings,5,13,1331.0
FUR-FU-10004224,Furniture,Furnishings,5,15,411.0
FUR-FU-10004236,Furniture,Furnishings,3,11,198.0
FUR-FU-10004241,Furniture,Furnishings,2,11,188.0
FUR-FU-10004245,Furniture,Furnishings,3,10,194.0
FUR-FU-10004270,Furniture,Furnishings,16,51,428.0
FUR-FU-10004281,Furniture,Furnishings,1,4,95.0
FUR-FU-10004283,Furniture,Furnishings,5,25,985.0
FUR-FU-10004288,Furniture,Furnishings,7,27,1326.0
FUR-FU-10004289,Furniture,Furnishings,5,14,345.0
FUR-FU-10004306,Furniture,Furnishings,6,17,2760.0
FUR-FU-10004313,Furniture,Furnishings,7,17,405.0
FUR-FU-10004338,Furniture,Furnishings,8,34,264.0
FUR-FU-10004339,Furniture,Furnishings,9,35,1892.0
FUR-FU-10004351,Furniture,Furnishings,6,24,202.0
FUR-FU-10004415,Furniture,Furnishings,4,16,47.0
FUR-FU-10004421,Furniture,Furnishings,2,5,90.0
FUR-FU-10004422,Furniture,Furnishings,5,15,773.0
FUR-FU-10004427,Furniture,Furnishings,4,10,97.0
FUR-FU-10004450,Furniture,Furnishings,5,25,314.0
FUR-FU-10004458,Furniture,Furnishings,4,11,251.0
FUR-FU-10004459,Furniture,Furnishings,4,13,485.0
FUR-FU-10004460,Furniture,Furnishings,7,35,1009.0
FUR-FU-10004462,Furniture,Furnishings,3,15,349.0
FUR-FU-10004464,Furniture,Furnishings,8,21,986.0
FUR-FU-10004474,Furniture,Furnishings,6,19,509.0
FUR-FU-10004483,Furniture,Furnishings,4,11,142.0
FUR-FU-10004497,Furniture,Furnishings,1,4,102.0
FUR-FU-10004503,Furniture,Furnishings,3,9,425.0
FUR-FU-10004509,Furniture,Furnishings,7,22,821.0
FUR-FU-10004516,Furniture,Furnishings,5,28,2981.0
FUR-FU-10004527,Furniture,Furnishings,5,15,1602.0
FUR-FU-10004549,Furniture,Furnishings,2,9,734.0
FUR-FU-10004579,Furniture,Furnishings,6,19,676.0
FUR-FU-10004586,Furniture,Furnishings,6,16,80.0
FUR-FU-10004587,Furniture,Furnishings,3,15,163.0
FUR-FU-10004596,Furniture,Furnishings,6,24,476.0
FUR-FU-10004597,Furniture,Furnishings,4,8,344.0
FUR-FU-10004598,Furniture,Furnishings,7,22,289.0
FUR-FU-10004604,Furniture,Furnishings,7,18,867.0
FUR-FU-10004608,Furniture,Furnishings,10,33,1236.0
FUR-FU-10004614,Furniture,Furnishings,1,3,330.0
FUR-FU-10004617,Furniture,Furnishings,5,26,454.0
FUR-FU-10004619,Furniture,Furnishings,4,19,383.0
FUR-FU-10004622,Furniture,Furnishings,3,10,379.0
FUR-FU-10004640,Furniture,Furnishings,5,17,259.0
FUR-FU-10004665,Furniture,Furnishings,4,16,2192.0
FUR-FU-10004666,Furniture,Furnishings,3,10,119.0
FUR-FU-10004671,Furniture,Furnishings,6,14,175.0
FUR-FU-10004689,Furniture,Furnishings,4,14,281.0
FUR-FU-10004704,Furniture,Furnishings,6,19,643.0
FUR-FU-10004712,Furniture,Furnishings,2,6,85.0
FUR-FU-10004730,Furniture,Furnishings,6,18,275.0
FUR-FU-10004748,Furniture,Furnishings,4,12,576.0
FUR-FU-10004778,Furniture,Furnishings,5,18,290.0
FUR-FU-10004780,Furniture,Furnishings,8,24,2446.0
FUR-FU-10004787,Furniture,Furnishings,6,23,1225.0
FUR-FU-10004790,Furniture,Furnishings,7,36,992.0
FUR-FU-10004797,Furniture,Furnishings,6,20,368.0
FUR-FU-10004800,Furniture,Furnishings,3,7,78.0
FUR-FU-10004811,Furniture,Furnishings,4,17,820.0
FUR-FU-10004816,Furniture,Furnishings,3,10,300.0
FUR-FU-10004820,Furniture,Furnishings,5,18,928.0
FUR-FU-10004823,Furniture,Furnishings,1,3,60.0
FUR-FU-10004842,Furniture,Furnishings,7,26,235.0
FUR-FU-10004845,Furniture,Furnishings,3,14,703.0
FUR-FU-10004848,Furniture,Furnishings,12,44,1440.0
FUR-FU-10004864,Furniture,Furnishings,13,46,1835.0
FUR-FU-10004876,Furniture,Furnishings,2,9,965.0
FUR-FU-10004888,Furniture,Furnishings,7,19,236.0
FUR-FU-10004903,Furniture,Furnishings,9,30,442.0
FUR-FU-10004904,Furniture,Furnishings,4,19,1003.0
FUR-FU-10004907,Furniture,Furnishings,1,4,41.0
FUR-FU-10004909,Furniture,Furnishings,4,18,194.0
FUR-FU-10004915,Furniture,Furnishings,8,23,1383.0
FUR-FU-10004923,Furniture,Furnishings,2,3,30.0
FUR-FU-10004952,Furniture,Furnishings,4,13,513.0
FUR-FU-10004954,Furniture,Furnishings,7,20,996.0
FUR-FU-10004955,Furniture,Furnishings,3,16,459.0
FUR-FU-10004960,Furniture,Furnishings,10,40,1160.0
FUR-FU-10004963,Furniture,Furnishings,6,22,159.0
FUR-FU-10004973,Furniture,Furnishings,12,51,680.0
FUR-FU-10004995,Furniture,Furnishings,2,5,66.0
FUR-FU-10004998,Furniture,Furnishings,3,14,257.0
FUR-HAR-10000100,Furniture,Chairs,7,22,2594.0
FUR-HAR-10000334,Furniture,Chairs,6,9,1080.0
FUR-HAR-10000441,Furniture,Chairs,7,12,1601.0
FUR-HAR-10000870,Furniture,Chairs,4,4,195.0
FUR-HAR-10001089,Furniture,Chairs,4,7,839.0
FUR-HAR-10001144,Furniture,Chairs,2,4,166.0
FUR-HAR-10001374,Furniture,Chairs,4,5,2094.0
FUR-HAR-10001792,Furniture,Chairs,4,13,801.0
FUR-HAR-10002178,Furniture,Chairs,3,17,971.0
FUR-HAR-10002223,Furniture,Chairs,2,4,208.0
FUR-HAR-10002288,Furniture,Chairs,2,5,735.0
FUR-HAR-10002328,Furniture,Chairs,6,17,1156.422
FUR-HAR-10002546,Furniture,Chairs,4,10,599.0
FUR-HAR-10002632,Furniture,Chairs,5,8,594.0
FUR-HAR-10002697,Furniture,Chairs,3,3,800.0
FUR-HAR-10002873,Furniture,Chairs,5,24,1529.856
FUR-HAR-10003124,Furniture,Chairs,3,6,382.0
FUR-HAR-10003548,Furniture,Chairs,2,7,447.0
FUR-HAR-10003770,Furniture,Chairs,1,1,100.0
FUR-HAR-10004086,Furniture,Chairs,4,20,1795.0
FUR-HAR-10004129,Furniture,Chairs,5,15,421.188
FUR-HAR-10004593,Furniture,Chairs,3,9,759.137
FUR-HAR-10004726,Furniture,Chairs,3,8,682.0
FUR-HON-10000029,Furniture,Chairs,2,6,256.0
FUR-HON-10000103,Furniture,Chairs,5,16,1735.0
FUR-HON-10000191,Furniture,Chairs,5,14,277.0
FUR-HON-10000224,Furniture,Tables,2,6,990.978
FUR-HON-10000339,Furniture,Chairs,7,12,483.0
FUR-HON-10000344,Furniture,Chairs,2,2,262.0
FUR-HON-10000722,Furniture,Chairs,5,10,1331.0
FUR-HON-10001015,Furniture,Tables,1,1,330.0
FUR-HON-10001343,Furniture,Tables,2,3,952.0
FUR-HON-10001504,Furniture,Chairs,4,19,873.0260000000001
FUR-HON-10001558,Furniture,Chairs,11,22,3237.0
FUR-HON-10001622,Furniture,Chairs,2,3,167.0
FUR-HON-10001627,Furniture,Chairs,4,6,880.0
FUR-HON-10001689,Furniture,Chairs,5,6,2480.0
FUR-HON-10001776,Furniture,Chairs,5,10,393.0
FUR-HON-10001847,Furniture,Chairs,3,3,819.0
FUR-HON-10001851,Furniture,Chairs,3,3,1371.0
FUR-HON-10001960,Furniture,Tables,2,3,530.058
FUR-HON-10002424,Furniture,Chairs,4,7,456.0
FUR-HON-10002570,Furniture,Chairs,5,19,947.0
FUR-HON-10002599,Furniture,Chairs,6,12,615.0
FUR-HON-10002837,Furniture,Tables,1,2,1.032
FUR-HON-10002941,Furniture,Chairs,1,2,332.0
FUR-HON-10003080,Furniture,Tables,1,1,490.0
FUR-HON-10003137,Furniture,Chairs,1,2,167.0
FUR-HON-10003412,Furniture,Tables,1,1,533.0
FUR-HON-10003533,Furniture,Chairs,3,11,464.597
FUR-HON-10003593,Furniture,Chairs,4,6,344.0
FUR-HON-10003653,Furniture,Chairs,3,3,237.0
FUR-HON-10003871,Furniture,Tables,2,3,1661.0
FUR-HON-10003950,Furniture,Tables,3,3,954.0
FUR-HON-10004137,Furniture,Chairs,7,10,1051.0
FUR-HON-10004632,Furniture,Chairs,1,2,106.0
FUR-HON-10004932,Furniture,Tables,1,1,276.0
FUR-HON-10004987,Furniture,Tables,2,10,270.679
FUR-IKE-10000521,Furniture,Bookcases,1,1,414.0
FUR-IKE-10000619,Furniture,Bookcases,4,8,921.0
FUR-IKE-10000649,Furniture,Bookcases,6,18,2773.0
FUR-IKE-10001301,Furniture,Bookcases,6,22,1167.487
FUR-IKE-10001312,Furniture,Bookcases,6,15,2064.118
FUR-IKE-10001539,Furniture,Bookcases,10,20,3390.131
FUR-IKE-10002147,Furniture,Bookcases,4,9,1811.0
FUR-IKE-10002268,Furniture,Bookcases,2,3,510.0
FUR-IKE-10002509,Furniture,Bookcases,5,11,823.0
FUR-IKE-10002719,Furniture,Bookcases,2,2,726.0
FUR-IKE-10002894,Furniture,Bookcases,6,13,1600.1799999999998
FUR-IKE-10003015,Furniture,Bookcases,4,10,514.928
FUR-IKE-10003053,Furniture,Bookcases,1,2,290.0
FUR-IKE-10003251,Furniture,Bookcases,1,1,69.0
FUR-IKE-10003262,Furniture,Bookcases,4,5,732.0
FUR-IKE-10003576,Furniture,Bookcases,1,1,172.0
FUR-IKE-10003642,Furniture,Bookcases,7,10,1181.0
FUR-IKE-10003682,Furniture,Bookcases,6,19,1667.0
FUR-IKE-10003771,Furniture,Bookcases,2,3,295.0
FUR-IKE-10003796,Furniture,Bookcases,3,5,439.0
FUR-IKE-10004160,Furniture,Bookcases,3,11,1348.0
FUR-IKE-10004815,Furniture,Bookcases,3,3,300.0
FUR-IKE-10004853,Furniture,Bookcases,2,16,252.758
FUR-LES-10000488,Furniture,Tables,1,2,508.0
FUR-LES-10000874,Furniture,Tables,1,1,428.0
FUR-LES-10000904,Furniture,Tables,1,2,538.0
FUR-LES-10002026,Furniture,Tables,1,1,855.0
FUR-LES-10002613,Furniture,Tables,2,2,930.0
FUR-LES-10002616,Furniture,Tables,1,2,1.715
FUR-LES-10002852,Furniture,Tables,2,2,852.0
FUR-LES-10003082,Furniture,Tables,2,2,325.0
FUR-LES-10003538,Furniture,Tables,1,1,101.0
FUR-LES-10004098,Furniture,Tables,1,2,899.0
FUR-LES-10004420,Furniture,Tables,1,2,504.0
FUR-LES-10004886,Furniture,Tables,1,2,1.718
FUR-NOV-10000123,Furniture,Chairs,2,6,789.0
FUR-NOV-10000222,Furniture,Chairs,5,11,679.0
FUR-NOV-10000283,Furniture,Chairs,2,3,162.0
FUR-NOV-10000323,Furniture,Chairs,2,2,598.0
FUR-NOV-10000669,Furniture,Chairs,2,3,176.0
FUR-NOV-10000847,Furniture,Chairs,5,6,2735.0
FUR-NOV-10001972,Furniture,Chairs,2,5,822.0
FUR-NOV-10002107,Furniture,Chairs,1,6,804.0
FUR-NOV-10002333,Furniture,Chairs,4,9,511.0
FUR-NOV-10002453,Furniture,Chairs,4,12,852.0
FUR-NOV-10002655,Furniture,Chairs,4,12,769.002
FUR-NOV-10002791,Furniture,Chairs,6,9,1302.0
FUR-NOV-10002911,Furniture,Chairs,7,12,894.0
FUR-NOV-10002939,Furniture,Chairs,1,1,49.0
FUR-NOV-10003053,Furniture,Chairs,4,8,385.0
FUR-NOV-10003195,Furniture,Chairs,5,11,551.0
FUR-NOV-10003257,Furniture,Chairs,5,11,577.0
FUR-NOV-10003754,Furniture,Chairs,2,10,776.0
FUR-NOV-10004003,Furniture,Chairs,1,4,132.0
FUR-NOV-10004563,Furniture,Chairs,3,9,270.0
FUR-NOV-10004602,Furniture,Chairs,3,9,1381.104
FUR-NOV-10004925,Furniture,Chairs,2,2,916.0
FUR-NOV-10004962,Furniture,Chairs,5,8,386.0
FUR-OFF-10000303,Furniture,Chairs,3,8,1059.0
FUR-OFF-10000344,Furniture,Chairs,1,2,116.0
FUR-OFF-10001125,Furniture,Chairs,3,4,372.0
FUR-OFF-10001132,Furniture,Chairs,7,31,3494.0
FUR-OFF-10001187,Furniture,Chairs,2,2,126.0
FUR-OFF-10001224,Furniture,Chairs,6,18,1741.392
FUR-OFF-10001552,Furniture,Chairs,3,9,519.0
FUR-OFF-10001661,Furniture,Chairs,4,6,303.0
FUR-OFF-10001798,Furniture,Chairs,4,4,313.0
FUR-OFF-10002330,Furniture,Chairs,2,3,1402.0
FUR-OFF-10002395,Furniture,Chairs,2,3,423.0
FUR-OFF-10002486,Furniture,Chairs,4,7,371.0
FUR-OFF-10002511,Furniture,Chairs,4,17,1456.0
FUR-OFF-10002542,Furniture,Chairs,3,11,753.504
FUR-OFF-10002740,Furniture,Chairs,4,7,479.0
FUR-OFF-10003019,Furniture,Chairs,1,1,94.0
FUR-OFF-10003104,Furniture,Chairs,3,9,461.0
FUR-OFF-10003688,Furniture,Chairs,6,14,1344.0
FUR-OFF-10003703,Furniture,Chairs,2,8,544.0
FUR-OFF-10003713,Furniture,Chairs,2,9,614.0
FUR-OFF-10004214,Furniture,Chairs,4,9,1786.879
FUR-OFF-10004495,Furniture,Chairs,6,13,1305.0
FUR-OFF-10004824,Furniture,Chairs,4,9,1040.0
FUR-RUB-10000501,Furniture,Furnishings,2,4,200.0
FUR-RUB-10000958,Furniture,Furnishings,4,14,196.0
FUR-RUB-10001094,Furniture,Furnishings,6,10,408.0
FUR-RUB-10001190,Furniture,Furnishings,5,15,733.0
FUR-RUB-10001310,Furniture,Furnishings,4,4,177.0
FUR-RUB-10001380,Furniture,Furnishings,6,11,462.0
FUR-RUB-10001484,Furniture,Furnishings,2,4,188.0
FUR-RUB-10001704,Furniture,Furnishings,2,3,330.0
FUR-RUB-10001717,Furniture,Furnishings,3,5,245.0
FUR-RUB-10001796,Furniture,Furnishings,5,14,224.0
FUR-RUB-10002021,Furniture,Furnishings,7,14,212.0
FUR-RUB-10002067,Furniture,Furnishings,5,20,587.519
FUR-RUB-10002507,Furniture,Furnishings,7,23,518.0
FUR-RUB-10002817,Furniture,Furnishings,8,21,857.0
FUR-RUB-10002945,Furniture,Furnishings,5,11,534.0
FUR-RUB-10003004,Furniture,Furnishings,5,13,1390.0
FUR-RUB-10003411,Furniture,Furnishings,3,3,51.0
FUR-RUB-10003518,Furniture,Furnishings,2,4,170.0
FUR-RUB-10003699,Furniture,Furnishings,6,13,247.0
FUR-RUB-10003724,Furniture,Furnishings,9,30,2772.0
FUR-RUB-10004036,Furniture,Furnishings,2,12,285.0
FUR-RUB-10004285,Furniture,Furnishings,3,6,271.0
FUR-RUB-10004420,Furniture,Furnishings,3,3,132.0
FUR-RUB-10004633,Furniture,Furnishings,3,10,251.0
FUR-SAF-10000085,Furniture,Bookcases,8,13,2816.565
FUR-SAF-10000204,Furniture,Bookcases,1,3,311.0
FUR-SAF-10000213,Furniture,Bookcases,4,9,1676.763
FUR-SAF-10000265,Furniture,Bookcases,6,13,2142.557
FUR-SAF-10000351,Furniture,Chairs,2,6,345.0
FUR-SAF-10000508,Furniture,Bookcases,5,6,1560.0
FUR-SAF-10000545,Furniture,Bookcases,3,4,680.0
FUR-SAF-10000565,Furniture,Chairs,3,3,156.0
FUR-SAF-10000593,Furniture,Chairs,9,17,642.0
FUR-SAF-10000607,Furniture,Bookcases,2,5,328.0
FUR-SAF-10000678,Furniture,Bookcases,2,8,400.196
FUR-SAF-10000881,Furniture,Bookcases,3,6,908.0
FUR-SAF-10000949,Furniture,Bookcases,4,7,1386.0
FUR-SAF-10001136,Furniture,Chairs,4,8,1261.0
FUR-SAF-10001322,Furniture,Bookcases,4,8,534.0
FUR-SAF-10001428,Furniture,Bookcases,1,4,603.0
FUR-SAF-10001793,Furniture,Chairs,5,11,2478.0
FUR-SAF-10001870,Furniture,Chairs,4,4,174.0
FUR-SAF-10001873,Furniture,Chairs,5,13,606.0
FUR-SAF-10001949,Furniture,Chairs,7,17,574.0
FUR-SAF-10001956,Furniture,Bookcases,3,3,1007.0
FUR-SAF-10002112,Furniture,Chairs,5,19,1116.524
FUR-SAF-10002121,Furniture,Chairs,3,4,529.0
FUR-SAF-10002180,Furniture,Chairs,5,10,1800.846
FUR-SAF-10002253,Furniture,Bookcases,2,8,572.0
FUR-SAF-10002314,Furniture,Chairs,6,19,2103.0
FUR-SAF-10002360,Furniture,Bookcases,3,8,1106.0
FUR-SAF-10002400,Furniture,Bookcases,3,3,447.0
FUR-SAF-10002495,Furniture,Bookcases,3,6,1255.0
FUR-SAF-10002529,Furniture,Chairs,5,5,300.0
FUR-SAF-10002557,Furniture,Chairs,2,3,257.0
FUR-SAF-10002616,Furniture,Chairs,4,9,731.0
FUR-SAF-10002757,Furniture,Chairs,2,2,270.0
FUR-SAF-10002846,Furniture,Bookcases,6,14,2641.516
FUR-SAF-10002940,Furniture,Bookcases,5,12,1824.0
FUR-SAF-10003160,Furniture,Chairs,5,10,962.0
FUR-SAF-10003402,Furniture,Chairs,3,4,160.0
FUR-SAF-10003469,Furniture,Bookcases,7,14,2016.753
FUR-SAF-10003540,Furniture,Bookcases,4,6,667.0
FUR-SAF-10003745,Furniture,Chairs,9,12,1563.0
FUR-SAF-10003819,Furniture,Chairs,5,18,1023.0419999999999
FUR-SAF-10004173,Furniture,Bookcases,3,11,1225.0
FUR-SAF-10004252,Furniture,Chairs,2,10,2.9690000000000003
FUR-SAF-10004426,Furniture,Bookcases,3,7,659.0
FUR-SAF-10004525,Furniture,Chairs,3,10,772.0
FUR-SAF-10004530,Furniture,Bookcases,6,17,632.36
FUR-SAF-10004664,Furniture,Chairs,3,6,317.0
FUR-SAU-10000209,Furniture,Bookcases,4,4,485.0
FUR-SAU-10000637,Furniture,Bookcases,4,4,1548.0
FUR-SAU-10000745,Furniture,Bookcases,2,3,504.0
FUR-SAU-10000893,Furniture,Bookcases,7,18,1367.175
FUR-SAU-10001776,Furniture,Bookcases,8,17,2058.0
FUR-SAU-10002043,Furniture,Bookcases,1,2,388.0
FUR-SAU-10002167,Furniture,Bookcases,1,2,133.0
FUR-SAU-10002255,Furniture,Bookcases,4,13,2190.499
FUR-SAU-10002331,Furniture,Bookcases,5,6,1822.0
FUR-SAU-10002540,Furniture,Bookcases,5,7,541.0
FUR-SAU-10002642,Furniture,Bookcases,4,5,601.0
FUR-SAU-10002714,Furniture,Bookcases,4,5,536.0
FUR-SAU-10003188,Furniture,Bookcases,3,5,658.0
FUR-SAU-10003203,Furniture,Bookcases,2,3,271.0
FUR-SAU-10003694,Furniture,Bookcases,4,7,1287.0
FUR-SAU-10003795,Furniture,Bookcases,2,3,442.0
FUR-SAU-10003872,Furniture,Bookcases,6,9,1764.0
FUR-SAU-10003928,Furniture,Bookcases,2,2,870.0
FUR-SAU-10003933,Furniture,Bookcases,2,3,1316.0
FUR-SAU-10004053,Furniture,Bookcases,6,18,3546.0
FUR-SAU-10004137,Furniture,Bookcases,6,12,779.167
FUR-SAU-10004221,Furniture,Bookcases,5,16,1200.199
FUR-SAU-10004653,Furniture,Bookcases,9,21,2796.1040000000003
FUR-TA-10000022,Furniture,Tables,1,4,3.695
FUR-TA-10000038,Furniture,Tables,1,3,1.837
FUR-TA-10000052,Furniture,Tables,2,7,436.674
FUR-TA-10000073,Furniture,Tables,1,3,534.0
FUR-TA-10000075,Furniture,Tables,1,4,511.0
FUR-TA-10000115,Furniture,Tables,1,3,273.0
FUR-TA-10000136,Furniture,Tables,2,7,352.333
FUR-TA-10000147,Furniture,Tables,2,8,101.048
FUR-TA-10000164,Furniture,Tables,1,4,1.081
FUR-TA-10000184,Furniture,Tables,3,11,733.8140000000001
FUR-TA-10000198,Furniture,Tables,5,27,340.587
FUR-TA-10000207,Furniture,Tables,2,13,377.952
FUR-TA-10000222,Furniture,Tables,2,9,716.18
FUR-TA-10000226,Furniture,Tables,2,5,3.5780000000000003
FUR-TA-10000245,Furniture,Tables,3,7,1366.0
FUR-TA-10000283,Furniture,Tables,1,4,1.488
FUR-TA-10000299,Furniture,Tables,2,7,1735.0
FUR-TA-10000304,Furniture,Tables,1,3,382.0
FUR-TA-10000310,Furniture,Tables,3,9,1200.0
FUR-TA-10000317,Furniture,Tables,1,4,1.023
FUR-TA-10000323,Furniture,Tables,3,12,1270.451
FUR-TA-10000347,Furniture,Tables,1,7,2.229
FUR-TA-10000355,Furniture,Tables,1,1,320.0
FUR-TA-10000360,Furniture,Tables,1,4,871.0
FUR-TA-10000403,Furniture,Tables,2,3,789.0
FUR-TA-10000434,Furniture,Tables,2,5,833.0
FUR-TA-10000478,Furniture,Tables,2,10,832.94
FUR-TA-10000486,Furniture,Tables,4,15,1110.076
FUR-TA-10000490,Furniture,Tables,1,6,855.0
FUR-TA-10000518,Furniture,Tables,1,1,250.0
FUR-TA-10000519,Furniture,Tables,1,7,692.0
FUR-TA-10000558,Furniture,Tables,2,4,741.058
FUR-TA-10000577,Furniture,Tables,8,29,2825.423
FUR-TA-10000591,Furniture,Tables,1,7,994.0
FUR-TA-10000593,Furniture,Tables,1,2,304.0
FUR-TA-10000617,Furniture,Tables,6,22,1606.731
FUR-TA-10000637,Furniture,Tables,2,5,370.474
FUR-TA-10000649,Furniture,Tables,3,16,5.213
FUR-TA-10000665,Furniture,Tables,4,10,2468.038
FUR-TA-10000670,Furniture,Tables,1,2,539.0
FUR-TA-10000671,Furniture,Tables,3,8,1937.935
FUR-TA-10000687,Furniture,Tables,1,7,3.427
FUR-TA-10000688,Furniture,Tables,6,18,3355.0
FUR-TA-10000695,Furniture,Tables,2,5,1240.0
FUR-TA-10000750,Furniture,Tables,3,8,1518.0
FUR-TA-10000789,Furniture,Tables,2,4,681.0
FUR-TA-10000805,Furniture,Tables,1,4,1.429
FUR-TA-10000849,Furniture,Tables,4,13,1007.0
FUR-TA-10000855,Furniture,Tables,1,2,113.0
FUR-TA-10000861,Furniture,Tables,1,3,1.361
FUR-TA-10000927,Furniture,Tables,1,3,740.0
FUR-TA-10000945,Furniture,Tables,1,3,641.0
FUR-TA-10000962,Furniture,Tables,3,8,1444.233
