product_code,popularidad_global,ventas_acumuladas,clientes_distintos,unidades_acumuladas
FUR-NOV-10004602,3,1381.104,3,9
FUR-NOV-10004925,2,916.0,2,2
FUR-NOV-10004962,5,386.0,5,8
FUR-OFF-10000303,3,1059.0,3,8
FUR-OFF-10000344,1,116.0,1,2
FUR-OFF-10001125,3,372.0,3,4
FUR-OFF-10001132,7,3494.0,7,31
FUR-OFF-10001187,2,126.0,2,2
FUR-OFF-10001224,6,1741.392,6,18
FUR-OFF-10001552,3,519.0,3,9
FUR-OFF-10001661,4,303.0,4,6
FUR-OFF-10001798,4,313.0,4,4
FUR-OFF-10002330,2,1402.0,2,3
FUR-OFF-10002395,2,423.0,2,3
FUR-OFF-10002486,4,371.0,4,7
FUR-OFF-10002511,4,1456.0,4,17
FUR-OFF-10002542,3,753.504,3,11
FUR-OFF-10002740,4,479.0,4,7
FUR-OFF-10003019,1,94.0,1,1
FUR-OFF-10003104,3,461.0,3,9
FUR-OFF-10003688,6,1344.0,6,14
FUR-OFF-10003703,2,544.0,2,8
FUR-OFF-10003713,2,614.0,2,9
FUR-OFF-10004214,4,1786.879,4,9
FUR-OFF-10004495,6,1305.0,6,13
FUR-OFF-10004824,4,1040.0,4,9
FUR-RUB-10000501,2,200.0,2,4
FUR-RUB-10000958,4,196.0,4,14
FUR-RUB-10001094,6,408.0,6,10
FUR-RUB-10001190,5,733.0,5,15
FUR-RUB-10001310,4,177.0,4,4
FUR-RUB-10001380,6,462.0,6,11
FUR-RUB-10001484,2,188.0,2,4
FUR-RUB-10001704,2,330.0,2,3
FUR-RUB-10001717,3,245.0,3,5
FUR-RUB-10001796,5,224.0,5,14
FUR-RUB-10002021,7,212.0,7,14
FUR-RUB-10002067,5,587.519,4,20
FUR-RUB-10002507,7,518.0,7,23
FUR-RUB-10002817,8,857.0,8,21
FUR-RUB-10002945,5,534.0,5,11
FUR-RUB-10003004,5,1390.0,5,13
FUR-RUB-10003411,3,51.0,3,3
FUR-RUB-10003518,2,170.0,2,4
FUR-RUB-10003699,6,247.0,6,13
FUR-RUB-10003724,9,2772.0,9,30
FUR-RUB-10004036,2,285.0,2,12
FUR-RUB-10004285,3,271.0,3,6
FUR-RUB-10004420,3,132.0,3,3
FUR-RUB-10004633,3,251.0,3,10
FUR-SAF-10000085,8,2816.565,8,13
FUR-SAF-10000204,1,311.0,1,3
FUR-SAF-10000213,4,1676.763,4,9
FUR-SAF-10000265,6,2142.557,6,13
FUR-SAF-10000351,2,345.0,2,6
FUR-SAF-10000508,5,1560.0,5,6
FUR-SAF-10000545,3,680.0,3,4
FUR-SAF-10000565,3,156.0,3,3
FUR-SAF-10000593,9,642.0,9,17
FUR-SAF-10000607,2,328.0,2,5
FUR-SAF-10000678,2,400.196,2,8
FUR-SAF-10000881,3,908.0,3,6
FUR-SAF-10000949,4,1386.0,4,7
FUR-SAF-10001136,4,1261.0,4,8
FUR-SAF-10001322,4,534.0,4,8
FUR-SAF-10001428,1,603.0,1,4
FUR-SAF-10001793,5,2478.0,5,11
FUR-SAF-10001870,4,174.0,4,4
FUR-SAF-10001873,5,606.0,5,13
FUR-SAF-10001949,7,574.0,7,17
FUR-SAF-10001956,3,1007.0,3,3
FUR-SAF-10002112,5,1116.524,5,19
FUR-SAF-10002121,3,529.0,3,4
FUR-SAF-10002180,5,1800.846,4,10
FUR-SAF-10002253,2,572.0,2,8
FUR-SAF-10002314,6,2103.0,6,19
FUR-SAF-10002360,3,1106.0,3,8
FUR-SAF-10002400,3,447.0,3,3
FUR-SAF-10002495,3,1255.0,3,6
FUR-SAF-10002529,5,300.0,5,5
FUR-SAF-10002557,2,257.0,2,3
FUR-SAF-10002616,4,731.0,4,9
FUR-SAF-10002757,2,270.0,2,2
FUR-SAF-10002846,6,2641.516,6,14
FUR-SAF-10002940,5,1824.0,5,12
FUR-SAF-10003160,5,962.0,5,10
FUR-SAF-10003402,3,160.0,3,4
FUR-SAF-10003469,7,2016.753,7,14
FUR-SAF-10003540,4,667.0,4,6
FUR-SAF-10003745,9,1563.0,9,12
FUR-SAF-10003819,5,1023.0419999999999,5,18
FUR-SAF-10004173,3,1225.0,3,11
FUR-SAF-10004252,2,2.9690000000000003,2,10
FUR-SAF-10004426,3,659.0,3,7
FUR-SAF-10004525,3,772.0,3,10
FUR-SAF-10004530,6,632.36,6,17
FUR-SAF-10004664,3,317.0,3,6
FUR-SAU-10000209,4,485.0,4,4
FUR-SAU-10000637,4,1548.0,4,4
FUR-SAU-10000745,2,504.0,2,3
FUR-SAU-10000893,7,1367.175,7,18
FUR-SAU-10001776,8,2058.0,8,17
FUR-SAU-10002043,1,388.0,1,2
FUR-SAU-10002167,1,133.0,1,2
FUR-SAU-10002255,4,2190.499,4,13
FUR-SAU-10002331,5,1822.0,5,6
FUR-SAU-10002540,5,541.0,5,7
FUR-SAU-10002642,4,601.0,4,5
FUR-SAU-10002714,4,536.0,4,5
FUR-SAU-10003188,3,658.0,3,5
FUR-SAU-10003203,2,271.0,2,3
FUR-SAU-10003694,4,1287.0,4,7
FUR-SAU-10003795,2,442.0,2,3
FUR-SAU-10003872,6,1764.0,6,9
FUR-SAU-10003928,2,870.0,2,2
FUR-SAU-10003933,2,1316.0,2,3
FUR-SAU-10004053,6,3546.0,6,18
FUR-SAU-10004137,6,779.167,6,12
FUR-SAU-10004221,5,1200.199,5,16
FUR-SAU-10004653,9,2796.1040000000003,9,21
FUR-TA-10000022,1,3.695,1,4
FUR-TA-10000038,1,1.837,1,3
FUR-TA-10000052,2,436.674,2,7
FUR-TA-10000073,1,534.0,1,3
FUR-TA-10000075,1,511.0,1,4
FUR-TA-10000115,1,273.0,1,3
FUR-TA-10000136,2,352.333,2,7
FUR-TA-10000147,2,101.048,2,8
FUR-TA-10000164,1,1.081,1,4
FUR-TA-10000184,3,733.8140000000001,3,11
FUR-TA-10000198,5,340.587,5,27
FUR-TA-10000207,2,377.952,2,13
FUR-TA-10000222,2,716.18,2,9
FUR-TA-10000226,2,3.5780000000000003,2,5
FUR-TA-10000245,3,1366.0,3,7
FUR-TA-10000283,1,1.488,1,4
FUR-TA-10000299,2,1735.0,2,7
FUR-TA-10000304,1,382.0,1,3
FUR-TA-10000310,3,1200.0,3,9
FUR-TA-10000317,1,1.023,1,4
FUR-TA-10000323,3,1270.451,3,12
FUR-TA-10000347,1,2.229,1,7
FUR-TA-10000355,1,320.0,1,1
FUR-TA-10000360,1,871.0,1,4
FUR-TA-10000403,2,789.0,2,3
FUR-TA-10000434,2,833.0,2,5
FUR-TA-10000478,2,832.94,2,10
FUR-TA-10000486,4,1110.076,4,15
FUR-TA-10000490,1,855.0,1,6
FUR-TA-10000518,1,250.0,1,1
FUR-TA-10000519,1,692.0,1,7
FUR-TA-10000558,2,741.058,2,4
FUR-TA-10000577,8,2825.423,8,29
FUR-TA-10000591,1,994.0,1,7
FUR-TA-10000593,1,304.0,1,2
FUR-TA-10000617,6,1606.731,6,22
FUR-TA-10000637,2,370.474,2,5
FUR-TA-10000649,3,5.213,3,16
FUR-TA-10000665,4,2468.038,4,10
FUR-TA-10000670,1,539.0,1,2
FUR-TA-10000671,3,1937.935,3,8
FUR-TA-10000687,1,3.427,1,7
FUR-TA-10000688,6,3355.0,6,18
FUR-TA-10000695,2,1240.0,2,5
FUR-TA-10000750,3,1518.0,3,8
FUR-TA-10000789,2,681.0,2,4
FUR-TA-10000805,1,1.429,1,4
FUR-TA-10000849,4,1007.0,4,13
FUR-TA-10000855,1,113.0,1,2
FUR-TA-10000861,1,1.361,1,3
FUR-TA-10000927,1,740.0,1,3
FUR-TA-10000945,1,641.0,1,3
FUR-TA-10000962,3,1444.233,3,8
FUR-TA-10000963,1,747.0,1,3
FUR-TA-10000971,1,1.995,1,6
FUR-TA-10000989,3,7.525,3,15
FUR-TA-10000991,1,909.0,1,4
FUR-TA-10001039,11,2765.0,11,47
FUR-TA-10001056,1,636.0,1,1
FUR-TA-10001086,5,1764.216,5,26
FUR-TA-10001089,1,2.077,1,6
FUR-TA-10001090,1,465.0,1,5
FUR-TA-10001095,13,4970.242,13,61
FUR-TA-10001100,3,657.012,3,12
FUR-TA-10001113,3,1168.1190000000001,3,17
FUR-TA-10001116,1,5.451,1,6
FUR-TA-10001192,1,891.0,1,5
FUR-TA-10001205,2,3.956,2,12
FUR-TA-10001226,1,1.103,1,2
FUR-TA-10001228,1,915.0,1,5
FUR-TA-10001229,1,1.411,1,6
FUR-TA-10001237,3,587.121,3,10
FUR-TA-10001272,1,341.0,1,2
FUR-TA-10001276,2,217.512,2,10
FUR-TA-10001285,1,2.797,1,6
FUR-TA-10001289,1,458.0,1,1
FUR-TA-10001306,2,3.13,2,11
FUR-TA-10001307,5,946.795,5,14
FUR-TA-10001327,1,335.0,1,2
FUR-TA-10001359,2,1153.0,2,5
FUR-TA-10001360,3,5.632,3,14
FUR-TA-10001371,2,769.0,2,11
FUR-TA-10001386,2,3.9939999999999998,2,7
FUR-TA-10001433,4,1489.0,4,6
FUR-TA-10001494,2,988.301,2,10
FUR-TA-10001496,3,512.548,3,12
FUR-TA-10001520,9,2298.0,9,39
FUR-TA-10001531,4,489.404,4,18
FUR-TA-10001539,9,3247.706,9,30
FUR-TA-10001549,3,1466.495,3,15
FUR-TA-10001558,1,379.0,1,2
FUR-TA-10001572,1,1.41,1,5
FUR-TA-10001595,2,575.0,2,4
FUR-TA-10001600,1,811.0,1,6
FUR-TA-10001602,2,940.0,2,6
FUR-TA-10001622,2,404.176,2,10
FUR-TA-10001633,4,1499.23,4,18
FUR-TA-10001642,2,962.117,2,17
FUR-TA-10001664,3,879.108,3,8
FUR-TA-10001676,9,653.0,9,22
FUR-TA-10001691,1,136.0,1,2
FUR-TA-10001693,1,268.0,1,2
FUR-TA-10001705,4,1489.913,4,19
FUR-TA-10001726,2,683.201,2,6
FUR-TA-10001740,2,607.455,2,4
FUR-TA-10001744,1,508.0,1,2
FUR-TA-10001768,6,3965.0,6,22
FUR-TA-10001771,4,834.771,4,19
FUR-TA-10001786,5,950.198,5,30
FUR-TA-10001833,1,624.0,1,2
FUR-TA-10001857,4,828.0,4,11
FUR-TA-10001866,2,520.0,2,4
FUR-TA-10001889,11,2097.652,11,48
FUR-TA-10001930,1,795.0,1,3
FUR-TA-10001932,6,2856.244,6,22
FUR-TA-10001935,2,190.0,2,3
FUR-TA-10001950,4,898.626,4,19
FUR-TA-10001968,1,596.0,1,2
FUR-TA-10001980,2,345.031,2,4
FUR-TA-10002041,7,1670.68,7,26
FUR-TA-10002065,4,2475.0,4,9
FUR-TA-10002088,5,2774.0,5,19
FUR-TA-10002093,2,1067.0,2,6
FUR-TA-10002095,3,1646.0,3,9
FUR-TA-10002101,1,1.48,1,3
FUR-TA-10002146,3,631.0,3,5
FUR-TA-10002153,2,3.5709999999999997,2,10
FUR-TA-10002172,3,921.748,3,12
FUR-TA-10002228,3,2033.0,3,9
FUR-TA-10002235,3,1753.0,3,7
FUR-TA-10002256,3,673.664,3,9
FUR-TA-10002341,1,1.917,1,4
FUR-TA-10002351,1,670.0,1,2
FUR-TA-10002356,6,2542.0,6,15
FUR-TA-10002411,2,776.012,2,9
FUR-TA-10002433,3,917.774,3,13
FUR-TA-10002467,4,521.5889999999999,4,12
FUR-TA-10002482,2,392.0,2,2
FUR-TA-10002487,1,402.0,1,3
FUR-TA-10002497,2,872.119,2,10
FUR-TA-10002519,3,518.43,3,10
FUR-TA-10002523,1,2.843,1,9
FUR-TA-10002527,3,1067.76,3,9
FUR-TA-10002530,7,2401.057,7,30
FUR-TA-10002533,5,2241.0,5,26
FUR-TA-10002544,1,320.0,1,2
FUR-TA-10002557,1,588.0,1,1
FUR-TA-10002568,2,701.0,2,5
FUR-TA-10002571,2,1535.0,2,9
FUR-TA-10002582,1,179.0,1,3
FUR-TA-10002607,8,2140.0,8,44
FUR-TA-10002611,1,1.28,1,5
FUR-TA-10002622,4,1436.0,4,12
FUR-TA-10002638,1,545.0,1,2
FUR-TA-10002645,4,1208.276,4,20
FUR-TA-10002650,1,2.125,1,4
FUR-TA-10002699,1,1.232,1,3
FUR-TA-10002774,3,2096.0,3,18
FUR-TA-10002786,2,860.063,2,13
FUR-TA-10002789,1,616.0,1,3
FUR-TA-10002797,3,1117.0,3,4
FUR-TA-10002827,3,1088.106,3,14
FUR-TA-10002833,3,2152.0,3,16
FUR-TA-10002855,5,1273.024,5,19
FUR-TA-10002860,2,1065.0,2,4
FUR-TA-10002868,3,805.184,3,11
FUR-TA-10002885,3,1200.0,3,14
FUR-TA-10002903,5,1120.429,5,24
FUR-TA-10002912,3,1203.28,3,9
FUR-TA-10002931,1,1.445,1,4
FUR-TA-10002935,1,320.0,1,1
FUR-TA-10002951,1,2.292,1,7
FUR-TA-10002957,2,771.0,2,4
FUR-TA-10002958,9,3347.8469999999998,9,42
FUR-TA-10002966,2,268.483,2,8
FUR-TA-10002972,3,257.379,3,16
FUR-TA-10002979,2,842.0,2,5
FUR-TA-10002982,3,932.0,3,10
FUR-TA-10003003,2,652.046,2,7
FUR-TA-10003006,1,635.0,1,2
FUR-TA-10003008,8,2849.0,8,20
FUR-TA-10003030,1,176.0,1,1
FUR-TA-10003055,2,1002.0,2,5
FUR-TA-10003078,2,453.673,2,11
FUR-TA-10003079,1,176.0,1,2
FUR-TA-10003152,1,545.0,1,2
FUR-TA-10003157,3,2496.0,3,10
FUR-TA-10003164,1,1.859,1,5
FUR-TA-10003171,2,1256.0,2,7
FUR-TA-10003179,4,2441.243,4,13
FUR-TA-10003185,1,623.0,1,2
FUR-TA-10003222,3,276.895,3,9
FUR-TA-10003228,1,689.0,1,2
FUR-TA-10003238,6,2646.6530000000002,6,11
FUR-TA-10003254,1,1.388,1,5
FUR-TA-10003268,3,1777.461,3,10
FUR-TA-10003273,1,240.0,1,3
FUR-TA-10003291,1,427.0,1,2
FUR-TA-10003307,1,1.938,1,4
FUR-TA-10003319,1,1.126,1,7
FUR-TA-10003323,2,2.706,2,8
FUR-TA-10003354,2,3.7279999999999998,2,9
FUR-TA-10003358,1,2.191,1,8
FUR-TA-10003371,1,38.0,1,1
FUR-TA-10003386,1,1.101,1,4
FUR-TA-10003392,4,1855.686,4,14
FUR-TA-10003405,1,1.661,1,6
FUR-TA-10003449,1,212.0,1,3
FUR-TA-10003451,2,1018.0,2,6
FUR-TA-10003469,5,1041.0,5,12
FUR-TA-10003473,12,4128.877,11,46
FUR-TA-10003485,1,355.0,1,2
FUR-TA-10003497,2,899.0,2,5
FUR-TA-10003510,1,346.0,1,1
FUR-TA-10003518,1,302.0,1,2
FUR-TA-10003522,2,1048.0,2,6
FUR-TA-10003527,3,2509.0,3,8
FUR-TA-10003539,1,143.0,1,1
FUR-TA-10003568,1,464.0,1,2
FUR-TA-10003569,6,2690.09,6,21
FUR-TA-10003576,1,445.0,1,2
FUR-TA-10003583,2,519.583,2,8
FUR-TA-10003591,2,2.7880000000000003,2,7
FUR-TA-10003594,1,491.0,1,2
FUR-TA-10003596,2,3.2800000000000002,2,11
FUR-TA-10003597,3,1422.0,3,10
FUR-TA-10003627,1,1.848,1,2
FUR-TA-10003637,1,176.0,1,1
FUR-TA-10003641,1,2.206,1,8
FUR-TA-10003663,2,1509.0,2,5
FUR-TA-10003690,1,963.0,1,3
FUR-TA-10003715,4,881.261,4,18
FUR-TA-10003747,2,608.888,2,9
FUR-TA-10003748,9,3026.618,9,43
FUR-TA-10003771,1,1.029,1,3
FUR-TA-10003782,1,320.0,1,6
FUR-TA-10003785,1,829.0,1,3
FUR-TA-10003786,2,1537.0,2,6
FUR-TA-10003790,3,1979.632,3,14
FUR-TA-10003837,2,51.0,2,5
FUR-TA-10003855,1,90.0,1,1
FUR-TA-10003887,2,1478.0,2,6
FUR-TA-10003893,2,992.402,2,7
FUR-TA-10003899,2,2.633,2,9
FUR-TA-10003926,2,518.834,2,13
FUR-TA-10003929,1,1.313,1,5
FUR-TA-10003954,6,718.9649999999999,6,32
FUR-TA-10003963,1,555.0,1,4
FUR-TA-10004005,1,632.0,1,4
FUR-TA-10004050,1,203.0,1,4
FUR-TA-10004054,2,2.83,2,7
FUR-TA-10004086,7,1789.0,7,27
FUR-TA-10004132,1,827.0,1,4
FUR-TA-10004134,1,340.0,1,2
FUR-TA-10004147,4,1232.0,4,13
FUR-TA-10004152,5,1089.0,5,16
FUR-TA-10004154,6,1562.614,6,28
FUR-TA-10004175,3,1296.0,3,6
FUR-TA-10004219,1,1.291,1,4
FUR-TA-10004249,3,1219.0,3,13
FUR-TA-10004256,4,631.01,4,17
FUR-TA-10004289,3,1707.0,3,15
FUR-TA-10004306,2,806.073,2,7
FUR-TA-10004308,3,191.006,3,14
FUR-TA-10004336,2,853.421,2,8
FUR-TA-10004342,4,2174.962,4,15
FUR-TA-10004353,1,193.0,1,2
FUR-TA-10004371,1,954.0,1,7
FUR-TA-10004383,3,396.01800000000003,3,11
FUR-TA-10004406,2,662.587,2,8
FUR-TA-10004416,1,536.0,1,2
FUR-TA-10004440,1,968.0,1,3
FUR-TA-10004442,3,918.0,3,5
FUR-TA-10004468,1,541.0,1,2
FUR-TA-10004484,1,363.0,1,1
FUR-TA-10004504,1,172.0,1,2
FUR-TA-10004524,2,675.399,2,5
FUR-TA-10004531,1,529.0,1,3
FUR-TA-10004534,5,1814.441,5,20
FUR-TA-10004544,2,457.0,2,8
FUR-TA-10004575,7,3930.037,7,26
FUR-TA-10004584,1,132.0,1,2
FUR-TA-10004607,7,2039.0,7,18
FUR-TA-10004619,5,2662.115,5,29
FUR-TA-10004634,2,658.096,2,8
FUR-TA-10004649,1,1.622,1,5
FUR-TA-10004653,2,986.044,2,12
FUR-TA-10004667,1,643.0,1,2
FUR-TA-10004680,2,3.0949999999999998,2,9
FUR-TA-10004711,1,4.299,1,5
FUR-TA-10004722,1,1.545,1,5
FUR-TA-10004730,2,1330.0,2,7
FUR-TA-10004744,2,4.288,2,5
FUR-TA-10004745,1,2.437,1,4
FUR-TA-10004748,1,623.0,1,3
FUR-TA-10004757,2,958.0,2,7
FUR-TA-10004767,4,638.0,4,12
FUR-TA-10004801,2,981.838,2,5
FUR-TA-10004810,1,1.268,1,5
FUR-TA-10004817,1,504.0,1,4
FUR-TA-10004820,2,3.5250000000000004,2,11
FUR-TA-10004826,1,665.0,1,2
FUR-TA-10004832,1,983.0,1,2
FUR-TA-10004840,4,1357.817,4,11
FUR-TA-10004892,1,1.448,1,3
FUR-TA-10004915,5,1887.9180000000001,5,23
FUR-TA-10004937,4,1859.713,4,12
FUR-TA-10004957,1,460.0,1,2
FUR-TA-10004972,1,768.0,1,8
FUR-TEN-10000002,2,61.0,2,3
FUR-TEN-10000296,5,327.0,5,19
FUR-TEN-10000325,3,41.0,3,3
FUR-TEN-10000377,1,19.0,1,1
FUR-TEN-10000407,5,511.0,5,12
FUR-TEN-10000525,8,725.0,8,17
FUR-TEN-10000558,3,392.0,3,6
FUR-TEN-10000986,8,2123.0,8,20
FUR-TEN-10001349,4,440.0,4,4
FUR-TEN-10001809,5,236.0,5,6
FUR-TEN-10002418,1,80.0,1,4
FUR-TEN-10002448,3,200.0,3,9
FUR-TEN-10003050,3,311.0,3,6
FUR-TEN-10003349,5,543.0,5,16
FUR-TEN-10003552,3,321.0,3,11
FUR-TEN-10003648,5,416.0,5,18
FUR-TEN-10003871,2,835.0,2,12
FUR-TEN-10003879,3,102.0,3,9
FUR-TEN-10003900,4,88.0,4,7
FUR-TEN-10003923,5,427.0,5,11
FUR-TEN-10004147,2,69.0,2,2
FUR-TEN-10004388,2,132.0,2,3
FUR-TEN-10004549,4,101.0,4,7
OFF-ACC-10000102,9,1092.0,9,25
OFF-ACC-10000218,9,104.0,9,21
OFF-ACC-10000233,12,313.0,12,22
OFF-ACC-10000307,13,170.0,13,30
OFF-ACC-10000375,2,20.0,2,2
OFF-ACC-10000497,3,50.0,3,5
OFF-ACC-10000687,3,226.0,3,12
OFF-ACC-10000798,10,114.0,10,18
OFF-ACC-10000808,9,342.0,9,12
OFF-ACC-10001028,5,86.0,5,7
OFF-ACC-10001281,6,342.0,6,19
OFF-ACC-10001285,12,174.0,12,23
OFF-ACC-10001703,10,212.0,10,18
OFF-ACC-10001993,7,101.0,7,11
OFF-ACC-10002167,4,66.0,4,5
OFF-ACC-10002220,8,689.0,8,18
OFF-ACC-10002327,2,59.0,2,5
OFF-ACC-10002343,12,520.0,12,26
OFF-ACC-10002425,5,133.0,5,15
OFF-ACC-10002680,9,1266.0,9,27
OFF-ACC-10002772,13,226.0,13,24
OFF-ACC-10002834,5,130.0,5,10
OFF-ACC-10002849,11,624.0,11,23
OFF-ACC-10002853,2,28.0,2,2
OFF-ACC-10003265,3,160.0,3,11
OFF-ACC-10003422,11,376.0,11,23
OFF-ACC-10003636,10,597.0,10,12
OFF-ACC-10003713,3,270.0,3,16
OFF-ACC-10003745,4,56.0,4,8
OFF-ACC-10003788,16,180.0,16,40
OFF-ACC-10003806,3,48.0,3,3
OFF-ACC-10003909,2,36.0,2,3
OFF-ACC-10003925,3,35.0,3,8
OFF-ACC-10003984,2,34.0,2,3
OFF-ACC-10004008,9,313.0,9,24
OFF-ACC-10004182,9,252.0,9,30
OFF-ACC-10004278,3,12.0,3,3
OFF-ACC-10004281,11,149.0,11,23
OFF-ACC-10004322,10,380.0,10,28
OFF-ACC-10004364,5,65.0,5,8
OFF-ACC-10004430,2,22.0,2,2
OFF-ACC-10004538,16,608.0,16,48
OFF-ACC-10004692,8,559.0,8,19
OFF-ACC-10004713,5,46.0,5,9
OFF-ACC-10004748,5,99.0,5,14
OFF-ACC-10004782,1,11.0,1,1
OFF-ACC-10004871,7,228.0,7,19
OFF-ACC-10004910,3,118.0,3,7
OFF-ACM-10000277,1,67.0,1,4
OFF-ACM-10000476,9,612.0,9,21
OFF-ACM-10000570,5,159.0,5,6
OFF-ACM-10000671,4,112.0,4,7
OFF-ACM-10000777,5,287.0,5,13
OFF-ACM-10001029,2,104.0,2,3
OFF-ACM-10001112,2,148.0,2,3
OFF-ACM-10001587,2,316.0,2,8
OFF-ACM-10001704,1,108.0,1,4
OFF-ACM-10002045,4,295.0,4,8
OFF-ACM-10002131,3,109.0,3,6
OFF-ACM-10002301,7,700.0,7,17
OFF-ACM-10002713,2,52.0,2,2
OFF-ACM-10002816,8,589.0,8,29
OFF-ACM-10003278,2,102.0,2,6
OFF-ACM-10003510,7,550.0,7,24
OFF-ACM-10003591,5,149.0,5,6
OFF-ACM-10003715,4,430.0,4,12
OFF-ACM-10003978,5,402.0,5,9
OFF-ACM-10004150,1,43.0,1,8
OFF-ACM-10004587,4,334.0,4,19
OFF-ACM-10004669,5,434.0,5,12
OFF-ACM-10004895,4,195.0,4,12
OFF-ADV-10000177,8,245.0,7,23
OFF-ADV-10000213,4,58.0,4,4
OFF-ADV-10000308,5,152.0,5,11
OFF-ADV-10000331,7,76.0,7,8
OFF-ADV-10000425,2,18.0,2,3
OFF-ADV-10000551,4,140.0,4,11
OFF-ADV-10001124,6,170.0,6,9
OFF-ADV-10001437,4,106.0,4,9
OFF-ADV-10001451,3,64.0,3,8
OFF-ADV-10002299,5,229.0,5,15
OFF-ADV-10002549,4,123.0,4,13
OFF-ADV-10002593,1,19.0,1,1
OFF-ADV-10003030,6,143.0,6,20
OFF-ADV-10003050,4,282.0,4,17
OFF-ADV-10003125,5,67.0,5,7
OFF-ADV-10003196,1,3.0,1,1
OFF-ADV-10003369,5,114.0,5,11
OFF-ADV-10004030,3,88.0,3,6
OFF-ADV-10004228,1,48.0,1,4
OFF-ADV-10004241,6,161.0,6,16
OFF-ADV-10004274,3,52.0,3,5
OFF-ADV-10004598,6,205.0,6,16
OFF-ADV-10004875,5,181.0,5,22
OFF-AME-10000244,9,606.0,9,23
OFF-AME-10000360,2,109.0,2,3
OFF-AME-10000440,3,127.0,3,4
OFF-AME-10000851,6,444.0,6,12
OFF-AME-10000870,8,235.0,8,15
OFF-AME-10001009,2,406.0,2,9
OFF-AME-10001179,3,323.0,3,9
OFF-AME-10001489,4,70.0,4,4
OFF-AME-10001587,4,235.0,4,13
OFF-AME-10001641,4,250.0,4,9
OFF-AME-10002081,6,193.0,6,14
OFF-AME-10002376,2,197.0,2,9
OFF-AME-10002557,7,163.0,7,11
OFF-AME-10002652,5,172.0,5,12
OFF-AME-10002697,1,5.0,1,1
OFF-AME-10002923,3,18.0,3,4
OFF-AME-10002949,7,122.0,7,14
OFF-AME-10002956,5,192.0,5,13
OFF-AME-10003089,2,38.0,2,4
OFF-AME-10003167,5,29.0,5,6
OFF-AME-10003180,3,54.0,3,3
OFF-AME-10004651,4,312.0,4,9
OFF-AME-10004759,4,281.0,4,10
OFF-AP-10000003,1,1.42,1,3
OFF-AP-10000004,2,540.078,2,3
OFF-AP-10000005,5,1958.7930000000001,5,16
OFF-AP-10000023,2,254.0,2,7
OFF-AP-10000026,6,1244.0,6,27
OFF-AP-10000027,4,168.0,4,14
OFF-AP-10000039,2,181.0,2,3
OFF-AP-10000043,3,438.0,3,9
OFF-AP-10000055,4,266.0,4,17
OFF-AP-10000078,1,372.0,1,8
OFF-AP-10000108,2,3.3200000000000003,2,8
OFF-AP-10000119,3,1200.0,3,6
OFF-AP-10000124,2,38.0,2,7
OFF-AP-10000136,1,4.136,1,10
OFF-AP-10000159,3,558.0,3,15
OFF-AP-10000162,1,1.355,1,5
OFF-AP-10000172,5,1176.0,5,24
OFF-AP-10000179,8,2225.886,8,32
OFF-AP-10000195,1,968.0,1,2
OFF-AP-10000200,2,1056.0,2,5
OFF-AP-10000213,2,398.18,2,13
OFF-AP-10000226,2,662.0,2,10
OFF-AP-10000228,5,1081.0,5,20
OFF-AP-10000240,5,770.0,5,16
OFF-AP-10000252,4,129.0,4,12
OFF-AP-10000258,2,464.0,2,7
OFF-AP-10000261,2,167.0,2,5
OFF-AP-10000263,3,1866.0,3,7
OFF-AP-10000275,3,5.907,3,18
OFF-AP-10000285,1,242.0,1,3
OFF-AP-10000304,4,1610.841,4,11
OFF-AP-10000326,1,158.0,1,5
OFF-AP-10000329,1,1.052,1,3
OFF-AP-10000330,3,6.616,3,13
OFF-AP-10000335,2,502.754,2,9
OFF-AP-10000344,1,228.0,1,3
OFF-AP-10000358,9,437.0,9,41
OFF-AP-10000381,1,632.0,1,2
OFF-AP-10000382,3,210.0,3,4
OFF-AP-10000390,3,171.0,3,11
OFF-AP-10000391,4,783.0,4,21
OFF-AP-10000407,6,1558.753,6,27
OFF-AP-10000415,2,709.0,2,9
OFF-AP-10000423,2,3.947,2,8
OFF-AP-10000437,1,1.584,1,3
OFF-AP-10000486,3,974.097,3,11
OFF-AP-10000487,3,6.256,3,13
OFF-AP-10000490,4,443.0,4,11
OFF-AP-10000509,1,2.366,1,5
OFF-AP-10000510,2,262.0,2,7
OFF-AP-10000528,3,335.0,3,7
OFF-AP-10000534,1,465.0,1,6
OFF-AP-10000540,2,903.151,2,9
OFF-AP-10000545,1,141.0,1,4
OFF-AP-10000569,1,140.0,1,3
OFF-AP-10000576,7,2010.0,7,29
OFF-AP-10000577,1,1.075,1,2
OFF-AP-10000584,3,5.2,3,10
OFF-AP-10000595,4,44.0,4,10
OFF-AP-10000600,1,95.0,1,2
OFF-AP-10000604,3,608.0,3,9
OFF-AP-10000615,3,287.0,3,6
OFF-AP-10000621,4,2074.0,4,12
OFF-AP-10000639,5,1570.2069999999999,5,15
OFF-AP-10000647,3,6.975,3,14
OFF-AP-10000653,3,236.0,3,5
OFF-AP-10000663,2,911.819,2,10
OFF-AP-10000667,2,747.119,2,5
OFF-AP-10000672,1,1.705,1,3
OFF-AP-10000675,5,1793.728,5,24
OFF-AP-10000691,1,595.0,1,2
OFF-AP-10000692,6,345.0,6,19
